"Course Name","Rank","Original Comment","Comment for SURGhub","Profession","Country","Star Rating","Used","check for cnd (dont touch)","","","","","","","","","","","","","","","",""
"C-Arm Intraoperative Imaging for Ankle Fractures","3","Amazing course. I was able to appreciate the importance of intraoperative imaging in the surgical management of ankle fractures. I am going to ensure i request for one in my area of operation.","""Amazing course. I was able to appreciate the importance of intraoperative imaging in the surgical management of ankle fractures. I am going to ensure I request for one in my area of operation.""","Practicing General Surgeon","Sierra Leone","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"C-Arm Intraoperative Imaging for Ankle Fractures","4","The imaging showing the radiograohs and the labelling, made it clear and easy to understand why certain views are used and what proper alignment should look like","""The imaging showing the radiographs and the labelling made it clear and easy to understand why certain views are used and what proper alignment should look like.""","Physician","Ireland","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"C-Arm Intraoperative Imaging for Ankle Fractures","5","This is an excellent and well put together course. I hope there is something similar for spine and other joints","""This is an excellent and well put together course.""","Specialist Surgeon","United Kingdom","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"CVAD Complications Prevention and Management","1","I found the sections on central venous access devices (CVADs), their complications, and infection prevention strategies most interesting. The practical focus on maintaining catheter patency, recognising early warning signs of complications, and applying evidence-based interventions was particularly engaging.","""I found the sections on central venous access devices (CVADs), their complications, and infection prevention strategies most interesting. The practical focus on maintaining catheter patency, recognising early warning signs of complications, and applying evidence-based interventions was particularly engaging.""","Nurse","Malta","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"CVAD Complications Prevention and Management","2","I found the modules on CVAD complications, infection prevention, and maintaining catheter patency particularly engaging. The practical focus on real-world scenarios, such as recognizing air embolism risks and managing occlusions, helped me connect theory to clinical practice. I also appreciated the clear explanations of colonisation routes and best-practice assessment strategies.","""I found the modules on CVAD complications, infection prevention, and maintaining catheter patency particularly engaging. The practical focus on real-world scenarios, such as recognizing air embolism risks and managing occlusions, helped me connect theory to clinical practice. I also appreciated the clear explanations of colonisation routes and best-practice assessment strategies.""","Medical Student","Malta","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"CVAD Complications Prevention and Management","3","The videos were consice, engaging, and easy to follow, and I found the “test yourself” sections particularly helpful as they allowed me to check my understanding and confirm that I had grasped the key concepts.","""The videos were consice, engaging, and easy to follow, and I found the “test yourself” sections particularly helpful as they allowed me to check my understanding and confirm that I had grasped the key concepts.""","Nurse","Malta","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"CVAD Complications Prevention and Management","4","The most engaging aspects were the practical, real-world scenarios and case studies that linked theory to clinical practice. I also appreciated the clear explanations of CVAD complications and infection prevention strategies, which were highly relevant to professional practice.","""The most engaging aspects were the practical, real-world scenarios and case studies that linked theory to clinical practice. I also appreciated the clear explanations of CVAD complications and infection prevention strategies, which were highly relevant to professional practice.""","Nurse","Malta","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"CVAD Complications Prevention and Management","5","I really enjoyed this online course, because it was well planned and layed out well. it was very easy for me to follow. Kudos to Ms Nicole Gavin.","""I really enjoyed this online course, because it was well planned and layed out well. it was very easy for me to follow.""","Nurse","Malta","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"CVAD Complications Prevention and Management","6","Learning a lot of new things and terms that I wasnt really sure on before","""I learned a lot of new things and terms that I wasnt really sure about before.""","Nurse","Malta","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"CVAD Complications Prevention and Management","7","Prevention of complications was the most interesting to know how we can prevent a specific complication and in what way.","""Prevention of complications was the most interesting part of this course. To know how we can prevent a specific complication and in what way.""","Nurse","Malta","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Cardiac Trauma","2","An amazing course with the true potential of granting confidence in recognizing when to perform sternotomy, thoracotomy, pulmonary tractotomy and other related cardiothoracic surgical interventions in cardiac trauma. Awesome indeed. Regards!","""An amazing course with the true potential of granting confidence in recognizing when to perform sternotomy, thoracotomy, pulmonary tractotomy and other related cardiothoracic surgical interventions in cardiac trauma. Awesome indeed.""","Practicing General Surgeon","Sierra Leone","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Cardiac Trauma","4","This course provided an excellent foundation in trauma decision-making and surgical priorities. The clinical scenarios were realistic and thought-provoking.","""This course provided an excellent foundation in trauma decision-making and surgical priorities. The clinical scenarios were realistic and thought-provoking.""","Nurse","Tanzania","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Cardiac Trauma","5","I liked it that it is scenario based and it progressive with time, just like as it happens in real life.","""I liked it that it is scenario based and progressive with time.""","Specialist Surgeon","Ethiopia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Cardiac Trauma","7","The course equipped me critical thinking and clincial. and i really liked that","""I really liked that this course equipped me with critical thinking and clincial knowledge.""","Medical Student","Saudi Arabia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Cardiac Trauma","10","IT WAS QUITE IMPRESSIVE AND ENGAING PRESENTATIONS","""Engaging presentations.""","Medical Student","Botswana","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Central Venous Access Devices CVADs","1","One of the most interesting aspects of this course was learning about the clinical indications and techniques for central venous access. I found it especially valuable to understand the anatomical landmarks, the use of ultrasound guidance, and the importance of aseptic technique to prevent infections. It was also very engaging to study the potential complications and how to manage them, which emphasized the importance of precision and safety in clinical practice","""One of the most interesting aspects of this course was learning about the clinical indications and techniques for central venous access. I found it especially valuable to understand the anatomical landmarks, the use of ultrasound guidance, and the importance of aseptic technique to prevent infections. It was also very engaging to study the potential complications and how to manage them, which emphasized the importance of precision and safety in clinical practice.""","Medical Student","El Salvador","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Central Venous Access Devices CVADs","2","THE COURSE WAS IN A SIMPLE WAY, AND THE CONTENT WAS EASY TO UNDERSTAND. THEN I LIKED THAT AFTER EACH QUESTION, THE CORRECT ANSWER WITH REFERENCE WAS THERE.","""The course was simple and the content was easy to understand. I liked that after each question, the correct answer with the reference was there.""","Lecturer","India","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Central Venous Access Devices CVADs","3","types of CVAD, area for insertion, maintenance and how to remove it.","""I enjoyed learning about the types of CVAD, area for insertion, maintenance and how to remove it.""","Advanced Nurse Practitioner","Tanzania","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Chemical and Radiation Injuries","1","I found several aspects of this course particularly interesting. First, the clear comparison between different types of chemical and radiological agents, their mechanisms, and characteristic symptoms. I also appreciated the detailed discussion of specific antidotes, such as atropine and pralidoxime for nerve agents or hydroxocobalamin and sodium thiosulfate for cyanide poisoning. Another highlight was learning that lifesaving interventions take priority over decontamination in irradiated or contaminated patients. The application of the START triage system to mass-casualty incidents was also very useful. I found the real-world clinical cases from Syria, Japan, and Goiânia especially engaging, as they connected theory with practice. Finally, the emphasis on hospital and community preparedness reinforced the importance of coordination and planning in disaster response.","""I liked the clear comparison between different types of chemical and radiological agents, their mechanisms, and characteristic symptoms and appreciated the detailed discussion of specific antidotes. I found the real-world clinical cases from Syria, Japan, and Goiânia especially engaging, as they connected theory with practice. Finally, the emphasis on hospital and community preparedness reinforced the importance of coordination and planning in disaster response.""","Specialist Surgeon","Mexico","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Chemical and Radiation Injuries","2","To serve humanity and I feel very glad that I have choosen this course","""I feel very glad that I have chosen this course.""","Nurse","India","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Chemical and Radiation Injuries","3","The entire course was extremely interesting.","""The entire course was extremely interesting.""","Nurse","United States","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Chemical and Radiation Injuries","4","All the visual media was perfect to me","""All the visual media was perfect to me.""","Medical Technician","Mexico","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Chest Wall Reconstruction","1","Great platform. Thanks for oppurtunity. Good idea and inspiration for me to do something in this format for younger generation collegues in my country Ukraine. When we give more-we absolutly will return more!","""Great platform. Thanks for oppurtunity. Good idea and inspiration for me to do something in this format for younger generation colleagues in my home country Ukraine. When we give more we absolutely will return more!""","Specialist Surgeon","Poland","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Chest Wall Reconstruction","2","Gaining a clear framework for the principles of chest wall reconstruction: restoring function, protecting vital organs, achieving durable coverage, and preserving respiratory mechanics.","""This course helped me in gaining a clear framework for the principles of chest wall reconstruction: restoring function, protecting vital organs, achieving durable coverage, and preserving respiratory mechanics.""","Specialist Surgeon","Mexico","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Chest Wall Reconstruction","5","this course i like it because it take very few hours to accomplish it, its interesting","""I liked this course because it take very few hours to accomplish it and it's interesting.""","Medical Student","Tanzania","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Cleft Lip and Palate","1","The explanations of the different types of repairs with the diagrams was very helpful. Especially when Prof marked out on the images how he would mark the patient prior to cutting.","""The explanations of the different types of repairs with the diagrams was very helpful. Especially when the prof marked out on the images how he would mark the patient prior to cutting.""","SURGhub Learner","Australia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Cleft Lip and Palate","2","A well worded lecture with emphasis on proper techniques, their advantages and disadvantages. Real case depictions also helped.","""A well worded lecture with emphasis on proper techniques, their advantages and disadvantages. Real case depictions also helped.""","Medical Student","India","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Cleft Lip and Palate","3","The explanations as to why there may be lip deformities post surgery, and why fistulae at the incisive foramen are hard to heal.","""I enjoyed the explanations as to why there may be lip deformities post surgery, and why fistulae at the incisive foramen are hard to heal.""","Speech And Language Therapist","Ghana","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Cleft Lip and Palate","4","The course is very useful and its time to apply it to make one smile at a time in many patients as possible","""The course is very useful and it's time to apply it to make one smile at a time in as many patients as possible.""","Specialist Surgeon","Tanzania","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Cleft Lip and Palate","5","please come up with more courses like this truely helpfull in less resourse countries","""This course is truly helpful in lower resource countries.""","Specialist Surgeon","India","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Cleft Lip and Palate","6","The unilateral cleft lip repair lecture was so enriching and well explained.","""The unilateral cleft lip repair lecture was so enriching and well explained.""","Specialist Surgeon","Ethiopia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Colon Cancer Surgery Course","1","Overall, the course was very informative and well-structured. I appreciated the practical examples and clear explanations. It would be great to include more interactive activities in future sessions.","""Overall, the course was very informative and well-structured. I appreciated the practical examples and clear explanations.""","Medical Student","Kazakhstan","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Colon Cancer Surgery Course","2","This course has really helped me in knowing the causes and as I will be seeing and transferring patients I will have an understanding of what is going on with my patients.","""This course has really helped me in knowing the causes and as I will be seeing and transferring patients I will have an understanding of what is going on with my patients.""","Paramedic","Zambia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Colon Cancer Surgery Course","3","The pace and the need for critical thinking needed for the understanding of the required concepts. Also, the knowledge of the sequence in colon cancer from adenoma to carcinoma. Finally, the aspect of the prognosis of colon cancer and the post operative together with polypectomy surveillance.","""I liked the pace and the need for critical thinking needed for the understanding of the required concepts. Also, the knowledge of the sequence in colon cancer from adenoma to carcinoma. Finally, I liked the aspect of the prognosis of colon cancer and the post operative together with polypectomy surveillance.""","Practicing General Surgeon","Sierra Leone","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Colon Cancer Surgery Course","4","surgical managment of colonic cancer and screening program","""I found most interesting the surgical management of colonic cancer and screening program.""","Specialist Surgeon","Egypt","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Colon Cancer Surgery Course","5","Good correlation between basic sciences and managment","""I liked the good correlation between basic sciences and management.""","Physician","Somalia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Colon Cancer Surgery Course","6","All parts of this presentation are interesting.","""All parts of this course are interesting.""","Specialist Surgeon","Somalia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Common Intraoperative Problems","1","The teaching aspect and also the interactive session did help me to appreciate the aspects around resources that may be helpful in the event of an emergency in the operating room. Also, i have better insight now around common problems and potential solutions arising from patients, equipment, personnel and related conditions. Finally, the aspect on medical errors, with specific reference to wrong medication, wrong dose/dilution, failed nerve blocks, high spinal block, fluid overload, intraoperative hypothermia and patient injury during positioning, burns, pressure and the likes were of particular benefit for me to appreciate after this course.","""The teaching aspect and also the interactive session did help me to appreciate the aspects around resources that may be helpful in the event of an emergency in the operating room. Also, I have better insight now around common problems and potential solutions arising from patients, equipment, personnel and related conditions.""","Practicing General Surgeon","Sierra Leone","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Common Intraoperative Problems","2","Management of most occurring intraoperative problems and their awareness, all parts of the course are really interesting","""I liked the management of most occurring intraoperative problems and their awareness. All parts of the course are really interesting.""","Anaesthesia Technician","Rwanda","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Common Intraoperative Problems","3","The part where he explained that failed equipments are often overlooked until it’s too late such as an insecure IV line","""I found most interesting the part where he explained that failed equipments are often overlooked until it’s too late such as an insecure IV line.""","Specialist Surgeon","Bangladesh","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Common Intraoperative Problems","4","everything was interesting. The structure to approach to the intraoperative issues was simple, clear and applicable.","""Everything was interesting. The structure, and the approach to the intraoperative issues were simple, clear and applicable.""","Anaesthesiologist","Papua New Guinea","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Common Intraoperative Problems","5","Very very good and relevant course for surgery... many thanks to surghub and resurg international...","""Very very good and relevant course for surgery. Many thanks to SURGhub and ReSurge International.""","Emergency Medicine Doctor","India","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Common Intraoperative Problems","6","I found it most interesting how teamwork, communication, and small clinical details can make a big differences on patients safety","""I found it most interesting how teamwork, communication, and small clinical details can make a big differences on patients safety.""","Anaesthesia Technician","India","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Common Intraoperative Problems","7","I found the entire course interesting.","""I found the entire course interesting.""","General Medical Officer","Zimbabwe","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Communicating Effectively - Fundamentals of Patient Safety 2024","1","Most interesting aspects: Practical case scenarios that apply theoretical knowledge to real clinical situations. Interactive components, such as simulations or role-play, which help reinforce communication and critical thinking skills. Coverage of patient safety and error prevention strategies, like Scott’s Three-Tiered Model and the Four-Sides Communication Model. Discussions on handling ethical dilemmas and vulnerable populations, which are highly relevant to real-world practice.","""I liked most: the practical case scenarios that apply theoretical knowledge to real clinical situations. Interactive components, such as simulations or role-play, which help reinforce communication and critical thinking skills. Coverage of patient safety and error prevention strategies. Discussions on handling ethical dilemmas and vulnerable populations, which are highly relevant to real-world practice.""","Physician","Brazil","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Communicating Effectively - Fundamentals of Patient Safety 2024","2","To know much more new about communication skills","""I enjoyed learning more about new communication skills.""","Nurse","Pakistan","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Communicating Effectively - Fundamentals of Patient Safety 2024","3","Video lectures and visual animation images.","""I liked the video lectures and visual animation images.""","Anaesthesiologist","Pakistan","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Communicating Effectively - Fundamentals of Patient Safety 2024","4","A nice summary of available knowledge","""A nice summary of available knowledge.""","Specialist Surgeon","India","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Communication Skills for Telephone Consultation","1","The aspect on gathering and providing information. Also the aspect on planning. Finally, the sequence of course format, i found very interesting too, as i stayed committed and motivated in getting the very best from course.","""I enjoyed the aspect on gathering and providing information, the aspect on planning, and I found the sequence of the course format very interesting too.""","Practicing General Surgeon","Sierra Leone","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Communication Skills for Telephone Consultation","2","The example of a real life conversation. It helped me understand better on how to apply what I learnt.","""I liked the example of a real life conversation. It helped me understand better on how to apply what I learnt.""","Student Nurse","India","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Communication Skills for Telephone Consultation","3","The active listening techniques like paraphrasing and summarising which help show patients that you’re fully engaged in their concerns.","""I liked the active listening techniques like paraphrasing and summarising, which help show patients that you’re fully engaged in their concerns.""","Support Worker","Australia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Communication Skills for Telephone Consultation","4","It is a good course I learn many things from this.","""It is a good course, I learned many things from it.""","Nurse","India","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Communication Skills for Telephone Consultation","5","Managing patients who cannot accept the bad news, how to deal such patients was very helpful.","""I found most helpful the section on managing patients who cannot accept the bad news.""","Gynaecologist","India","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Communication Skills for Telephone Consultation","6","The various case scenarios were helpful in providing context and visualization of the content in action.","""The various case scenarios were helpful in providing context and visualization of the content in action.""","Medical Technician","Trinidad and Tobago","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Communication Skills for Telephone Consultation","7","I will use the information acquired in this course .","""I will use the information acquired in this course .""","Nurse","India","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Concomitant Brain and Spine Trauma - Lessons from Public Health and Epidemiology Studies","1","A useful summary of an overlook injury association.","""A useful summary of an overlooked injury association.""","Specialist Surgeon","United Kingdom","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Concomitant Brain and Spine Trauma - Lessons from Public Health and Epidemiology Studies","2","The public health data analysis from Scottish databases","""I found most interesting the public health data analysis from Scottish databases.""","Specialist Surgeon","Tanzania","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Consideraciones Anestésicas para el Parto Vaginal luego de Cesárea","1","Lo mejor de este curso es que explica de forma clara y práctica los riesgos, beneficios y el manejo anestésico del parto vaginal luego de cesárea, con tablas y guías útiles para la práctica clínica.","""Lo mejor de este curso es que ofrece una explicación clara y práctica de los riesgos, los beneficios y el manejo anestésico del parto vaginal tras una cesárea, y se completa con tablas y directrices útiles para la práctica clínica.""","Medical Student","Brazil","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Consideraciones Anestésicas para el Parto Vaginal luego de Cesárea","3","La síntesis de información","""Me ha gustado el resumen de la información.""","Medical Student","Mexico","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Consideraciones Anestésicas para el Parto Vaginal luego de Cesárea","2","Buena descripcion y lenguaje","""Buena descripcion y lenguaje.""","Médico Jefe","Guatemala","4","TRUE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Conversion of Labour Epidural Analgesia to Anaesthesia for Caesarean Delivery","1","The course content is excellent and clear. It would be even better with more visuals and real-life case examples to enhance understanding.","""The course content is excellent and clear.""","Gynaecologist","Rwanda","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Conversion of Labour Epidural Analgesia to Anaesthesia for Caesarean Delivery","2","I liked the part about continuous spinal anaesthesia","""I liked the part about continuous spinal anaesthesia.""","Anaesthesiologist","Zambia","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Conversion of Labour Epidural Analgesia to Anaesthesia for Caesarean Delivery","3","Convertion of failed epidurals to caercerian section","""I enjoyed learning about the conversion of failed epidurals to caesarian section.""","Anaesthesia Technician","Kenya","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Conversion of Labour Epidural Analgesia to Anaesthesia for Caesarean Delivery","4","It's simple and well delivered","""This course is simple and well delivered.""","Anaesthesiologist","Iraq","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Conversion of Labour Epidural Analgesia to Anaesthesia for Caesarean Delivery","5","ALL ASPECT WAS INTERESTING","""All aspects of this course were interesting.""","Nurse","Nigeria","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Difficult Airway Algorithm 2023","1","I Love the swift pace of the course, it is great, and gave me a framework that, difficult airway algorithm hinges on the aspect of getting a difficult ventilation and intubation problem and attempting awake intubation is best so...preparation is key in that sense and i get a refresher of LEMONS, MOANS, RODS and all, and i also liked how i get to be refreshed by the flowcharts","""I love the swift pace of the course, it is great and gave me a framework that difficult airway algorithm hinges on the aspect of getting a difficult ventilation and intubation problem and attempting awake intubation is best. Preparation is key in that sense and also I liked how I get to be refreshed by the flowcharts.""","General Medical Officer","Indonesia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Difficult Airway Algorithm 2023","3","Well, I didn't knew awaken intubation was something on the hospital setting, I though it was something for prehospital, and it makes a lot of sense using this approach for difficult airway","""I didn't know awake intubation was something in the hospital setting. I though it was something for prehospital, and it makes a lot of sense using this approach for difficult airway.""","Physician","Mexico","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Difficult Airway Algorithm 2023","3","The layout is what I found most interesting.","""The layout is what I found most interesting.""","Physician","Turkey","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Difficult Airway Algorithm 2023","4","The most interesting aspects of this course were the in-depth exploration of healthcare systems and their impact on patient care, the practical case studies that provided real-world applications, and the emphasis on the evolving trends in healthcare management. I particularly enjoyed learning about the integration of technology in healthcare delivery, as well as strategies for improving organizational efficiency and patient outcomes. The course also offered valuable insights into policy-making and the role of leadership in shaping the healthcare landscape.","""The most interesting aspects of this course were the in-depth exploration of healthcare systems and their impact on patient care, the practical case studies that provided real-world applications, and the emphasis on the evolving trends in healthcare management. I particularly enjoyed learning about the integration of technology in healthcare delivery, as well as strategies for improving organizational efficiency and patient outcomes. The course also offered valuable insights into policy-making and the role of leadership in shaping the healthcare landscape.""","Nurse","Somalia","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Difficult Airway Algorithm 2023","5","For Anaesthesiologists this topic is the most important. I think it should be redesigned to include videos and scenarios to help understand better. Should include details of equipment and procedures in a video demonstration. The airway assessment can be demonstrated the same way.","""For Anaesthesiologists this topic is the most important.""","Anaesthesiologist","Pakistan","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Difficult Airway Algorithm 2023","6","Preoperative discussions with the team, documentation of airway concerns, and clearly informing recovery staff and parents (as appropriate) are crucial parts of safe care. And Any difficult airway event should be carefully documented and communicated for future care planning.","""I enjoyed the topics on preoperative discussions with the team, documentation of airway concerns, and clearly informing recovery staff and parents (as appropriate) are crucial parts of safe care. Also that any difficult airway event should be carefully documented and communicated for future care planning.""","Nurse","Tanzania","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Difficult Caesarean Section","1","I liked the course as I am a scrub nurse in Maternity theatre. Even though I'm a scrub nurse this course helps me to anticipate my own actions and steps and help the surgeons to safely deliver while minimising risks. This bite size course is not heavy to even learn when in breaks on shift.","""I liked the course as I am a scrub nurse in a maternity theatre. Even though I'm a scrub nurse this course helps me to anticipate my own actions and steps and help the surgeons to safely deliver while minimising risks. This bite size course is not heavy to even learn when in breaks on shift.""","Nurse","United Kingdom","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Difficult Caesarean Section","2","I found every aspect of the course very interesting","""I found every aspect of the course very interesting.""","Non-Physician Clinician","Nigeria","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Difficult Caesarean Section","3","An awesome course with real-time benefit to impactful practice.","""An awesome course with real-time benefit to impactful practice.""","SURGhub Learner","Sierra Leone","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Drug Errors in Anesthesia 2023","4","The material was presented in an easy to understand way. The navigation of the software was easy to use.","""The material was presented in an easy to understand way. The navigation of the software was easy to use.""","Nurse","United Kingdom","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Drug Errors in Anesthesia 2023","1","Types of common ADE and how it impacts life af patients and can be fatal in some cases if not recognized in a timely manner. Also the importance in adhering to prescribed protocol and vigilance to ensure drug errors are preventable","""I enjoyed learning about the types of common ADE and how it impacts the life of patients and can be fatal in some cases if not recognized in a timely manner. Also the importance in adhering to prescribed protocol and vigilance to ensure drug errors are preventable.""","Specialist Surgeon","Jamaica","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Drug Errors in Anesthesia 2023","2","The management strategies and that is because of their permeability. I have a personal goal to come up with a nearly impermeable strategy.","""I liked learning about the management strategies, and that is because of their permeability. I have a personal goal to come up with a nearly impermeable strategy.""","Physician","Ghana","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Drug Errors in Anesthesia 2023","3","Incorrect dosing or drug selection: For example, giving too much or too little of an anesthetic agent, or administering the wrong medication.Route errors: Administering a drug via the wrong route (e.g., intravenous instead of intramuscular), as we discussed with methylergonovine.","""I liked the topic on incorrect dosing or drug selection. For example, giving too much or too little of an anesthetic agent, or administering the wrong medication.""","Medical Student","Myanmar","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"ED Thoracotomy","1","The course was informative and the it covers most aspects of ED thoracotomy and challenges faced. It would be to share up-to-date article on the subject. Overall the course was great and effort was made to make this happen. Many thanks to the team.","""The course was informative and it covers most aspects of ED thoracotomy and challenges faced. Overall the course was great and effort was made to make this happen. Many thanks to the team.""","Specialist Surgeon","Ukraine","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"ED Thoracotomy","4","The real world experience and examples of the course providers","""I found the real world experience and examples of the course providers to be particularly valuable.""","Emergency Medicine Doctor","United Kingdom","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"ED Thoracotomy","3","Congratulations on making this kind of free courses! This is the right way to go!","""Congratulations on making this kind of free courses! This is the right way to go!""","Specialist Surgeon","Mexico","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"ED Thoracotomy","6","The 'who' section gives a nice pverview of the evidence.","""I found the 'who' section gives a nice pverview of the evidence to be particularly valuable.""","Specialist Surgeon","Ireland","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"ED Thoracotomy","9","the importance of clinical reasoning they show","""I found the importance of clinical reasoning they show to be particularly valuable.""","Paramedic","Italy","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Ear Reconstruction","5","Showing real operating room cases was extremely helpful to understand the topic. Prof. showed different techniques in ear reconstruction.","""I liked how real operating room cases were shown which was extremely helpful to understand the topic, and that the prof. showed different techniques in ear reconstruction.""","General Medical Officer","Turkey","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
